item,geo,inception
http://www.wikidata.org/entity/Q17412807,Point(6.41026 53.36202),
http://www.wikidata.org/entity/Q17412809,Point(6.40121 53.32459),
http://www.wikidata.org/entity/Q17412852,Point(5.3993 52.01516),
http://www.wikidata.org/entity/Q17412870,Point(5.44142 52.00363),
http://www.wikidata.org/entity/Q17415337,Point(4.54525 52.1411),
http://www.wikidata.org/entity/Q17415420,Point(4.41857 52.10458),
http://www.wikidata.org/entity/Q17415588,Point(6.516 52.00873),
http://www.wikidata.org/entity/Q17415590,Point(6.51749 52.00831),
http://www.wikidata.org/entity/Q17415592,Point(5.53445 51.93707),
http://www.wikidata.org/entity/Q17415605,Point(5.51588 51.94265),
http://www.wikidata.org/entity/Q17415684,Point(5.37367 51.56808),
http://www.wikidata.org/entity/Q17415761,Point(6.34964 52.19608),
http://www.wikidata.org/entity/Q17415822,Point(4.89831 52.061),
http://www.wikidata.org/entity/Q17415823,Point(4.91215 52.06337),
http://www.wikidata.org/entity/Q17415829,Point(4.91454 52.06091),
http://www.wikidata.org/entity/Q17415831,Point(4.91799 52.05979),
http://www.wikidata.org/entity/Q17415835,Point(4.90446 52.05774),
http://www.wikidata.org/entity/Q17415844,Point(4.90777 52.06652),
http://www.wikidata.org/entity/Q17415867,Point(4.88628 52.07265),
http://www.wikidata.org/entity/Q17415868,Point(4.88514 52.07322),
http://www.wikidata.org/entity/Q17415989,Point(4.99853 52.22793),
http://www.wikidata.org/entity/Q17416003,Point(5.03387 52.22652),
http://www.wikidata.org/entity/Q17416350,Point(5.13032 52.19675),
http://www.wikidata.org/entity/Q17416359,Point(5.1261 52.20543),
http://www.wikidata.org/entity/Q17416361,Point(5.12338 52.20569),
http://www.wikidata.org/entity/Q17416395,Point(5.11639 52.2066),
http://www.wikidata.org/entity/Q17416399,Point(5.11233 52.20664),
http://www.wikidata.org/entity/Q17416467,Point(5.09545 52.20742),
http://www.wikidata.org/entity/Q17416478,Point(5.94208 50.97889),
http://www.wikidata.org/entity/Q17416509,Point(4.90661 51.96853),
http://www.wikidata.org/entity/Q17416521,Point(6.76916 53.32511),
http://www.wikidata.org/entity/Q17416522,Point(6.99705 52.35168),
http://www.wikidata.org/entity/Q17416525,Point(7.01606 52.28092),
http://www.wikidata.org/entity/Q17416527,Point(7.00116 52.24069),
http://www.wikidata.org/entity/Q17416531,Point(7.04872 52.33829),
http://www.wikidata.org/entity/Q17416563,Point(7.02544 52.35872),
http://www.wikidata.org/entity/Q17416585,Point(7.01553 52.32636),
http://www.wikidata.org/entity/Q17416607,Point(6.99501 52.35156),
http://www.wikidata.org/entity/Q17416684,Point(7.00769 52.24718),
http://www.wikidata.org/entity/Q17416744,Point(5.05002 52.1446),
http://www.wikidata.org/entity/Q17417941,Point(5.0426 52.15047),
http://www.wikidata.org/entity/Q17418187,Point(5.90136 51.14918),
http://www.wikidata.org/entity/Q17366668,Point(6.73827 52.09893),
http://www.wikidata.org/entity/Q17366670,Point(6.7278 52.08609),
http://www.wikidata.org/entity/Q17366672,Point(6.65814 52.02175),
http://www.wikidata.org/entity/Q17366685,Point(5.40688 51.46725),
http://www.wikidata.org/entity/Q17366695,Point(5.49441 51.46165),
http://www.wikidata.org/entity/Q17366696,Point(5.45016 51.49252),
http://www.wikidata.org/entity/Q17367207,Point(5.8311 52.44838),
http://www.wikidata.org/entity/Q17370775,Point(5.86986 52.43069),
http://www.wikidata.org/entity/Q17371066,Point(5.87176 52.43215),
http://www.wikidata.org/entity/Q17371082,Point(5.88863 52.41612),
http://www.wikidata.org/entity/Q17371110,Point(5.83265 51.90043),
http://www.wikidata.org/entity/Q17372680,Point(6.77047 52.22337),
http://www.wikidata.org/entity/Q17372682,Point(6.87701 52.17704),
http://www.wikidata.org/entity/Q17372683,Point(6.90542 52.204),
